DICE_COUNT, MIN_VAL, PROBABILITY 
3,41,0.006787265677902869
3,42,0.00482253088138287
3,43,0.0033340954294728696
3,44,0.0020838096498628695
3,45,0.0011907483787148695
3,46,0.0005953741979498695
3,47,0.00023814968949086945
3,48,0.000059537435260869444
4,4,100
4,5,99.9228395061728
4,6,99.6141975308638
4,7,98.8425925925918
4,8,97.2993827160518
4,9,94.5987654321018
4,10,90.3549382716118
4,11,84.4007201646118
4,12,76.7875514403318
4,13,67.7854938271618
4,14,57.8832304526718
4,15,47.7880658435718
4,16,38.207304526701805
4,17,29.653206447141805
4,18,22.442986968401804
4,19,16.698816872381805
4,20,12.347822359351806
4,21,9.122085047961805
4,22,6.753686556881806
4,23,5.019361568311806
4,24,3.7404978280318053
4,25,2.783136145361805
4,26,2.0579703931898052
4,27,1.5203475079588054
4,28,1.1256144261118053
4,29,0.8365602613508053
4,30,0.6234163046368053
4,31,0.46385602419180527
4,32,0.34299506549680525
4,33,0.2533912512916052
4,34,0.18760240431710523
4,35,0.13942671019020522
4,36,0.10390271740450521
4,37,0.0773093373303052
4,38,0.05716584421440521
4,39,0.04223187518020521
4,40,0.031257144448105206
4,41,0.023199747201755206
4,42,0.017226159588075204
4,43,0.012711238717275204
4,44,0.009238222662815205
4,45,0.006598730461425204
4,46,0.004614149858875204
4,47,0.003135637309975204
4,48,0.002044117978575204
4,49,0.0012502857375552043
4,50,0.0006946031688412043
4,51,0.0003473015633952043
4,52,0.0001488435031402043
4,53,0.000049614473012704285
4,54,0.000009922860961704285
5,5,100
5,6,99.9871399176955
5,7,99.9228395061729
5,8,99.72993827160491
5,9,99.27983539094691
5,10,98.37962962962992
5,11,96.77211934155991
5,12,94.18509945129992
5,13,90.38065843620991
5,14,85.20447530863991
5,15,78.63511659807992
5,16,70.83333333332992
5,17,62.14206104251992
5,18,53.01747542294992
5,19,43.96004801096992
5,20,35.44560185184992
5,21,27.856367169639924
5,22,21.412037037039923
5,23,16.16976737539992
5,24,12.064126562259922
5,25,8.947045038859923
5,26,6.627764917689923
5,27,4.912789589999923
5,28,3.645833333329923
5,29,2.707821311534923
5,30,2.010687760373923
5,31,1.491174173140923
5,32,1.104627486278923
5,33,0.818798264996923
5,34,0.607638888885923
5,35,0.451303551919923
5,36,0.335114626726923
5,37,0.24852902885482298
5,38,0.18410458104452299
5,39,0.136466377497423
5,40,0.10127314814552299
5,41,0.075215604834023
5,42,0.05584444433592299
5,43,0.04139835136652299
5,44,0.03063200159772299
5,45,0.02264406467245299
5,46,0.01670520721932299
5,47,0.01226470812111299
5,48,0.00892068980581299
5,49,0.00639034953756299
5,50,0.00448019070761299
5,51,0.00305625412528299
5,52,0.0020143493089429905
5,53,0.0012701315829869906
5,54,0.0007557944434929905
5,55,0.00041676192389099054
5,56,0.00020838096062299053
5,57,0.00009261375880799052
5,58,0.00003473015790029053
5,59,0.000009922900368390529
5,60,0.0000016538145244305281
6,6,100
6,7,99.99785665294925
6,8,99.98499657064475
6,9,99.93998628257896
6,10,99.81995884773696
6,11,99.54989711934195
6,12,99.01191700960295
6,13,98.04491026520395
6,14,96.45454675354395
6,15,94.03363625971394
6,16,90.59284979423394
6,17,86.00180041151394
6,18,80.23012402834394
6,19,73.36885335695393
6,20,65.63208495274394
6,21,57.338939376613936
6,22,48.87581447187394
6,23,40.63893175582394
6,24,32.97688281130394
6,25,26.151324667853938
6,26,20.315824172503937
6,27,15.512851350143936
6,28,11.688921753533936
6,29,8.727887802913937
6,30,6.484230125603937
6,31,4.808656991953937
6,32,3.566011847663937
6,33,2.645488942428937
6,34,1.963157054928937
6,35,1.456791314187937
6,36,1.0807050209189368
6,37,0.8014428319779368
6,38,0.5943353079299367
6,39,0.44091482372393676
6,40,0.32719284247393676
6,41,0.24279855235043676
6,42,0.18011722783603676
6,43,0.13357219743753676
6,44,0.09905041785613676
6,45,0.07347165461503677
6,46,0.054501269144236766
6,47,0.040406612323236765
6,48,0.029914796204436767
6,49,0.022094170449416764
6,50,0.016259503477916763
6,51,0.011900868329566763
6,52,0.008636233238366764
6,53,0.006187756919966763
6,54,0.004355327496946763
6,55,0.0029945116032267633
6,56,0.0019989136676137635
6,57,0.0012869453764487635
6,58,0.0007930053153697635
6,59,0.00046306879019576344
6,60,0.0002530340097587634
6,61,0.0001273439049307634
6,62,0.00005788358384146342
6,63,0.000023153423296863415
6,64,0.000007717796388163414
6,65,0.000001929436297393414
6,66,2.756191286034141e-7
7,7,100
7,8,99.99964277549154
7,9,99.99714220393233
7,10,99.98713991769543
7,11,99.95713305898482
7,12,99.88211591220842
7,13,99.71743541380842
7,14,99.39194434918441
7,15,98.80353604633441
7,16,97.81914437585742
7,17,96.28129286693742
7,18,94.02327674896742
7,19,90.89297791875742
7,20,86.78030176738743
7,21,81.64322480058743
7,22,75.52744198673743
7,23,68.57460276634743
7,24,61.01412465706743
7,25,53.13858445422743
7,26,45.26899633937742
7,27,37.716286209337426
7,28,30.745271538257427
7,29,24.547456085197428
7,30,19.22894875971743
7,31,14.813506645437428
7,32,11.256395366117427
7,33,8.464759978647427
7,34,6.320199577367427
7,35,4.699238794267427
7,36,3.487389379477427
7,37,2.586801862030427
7,38,1.918932835368427
7,39,1.4236534120794269
7,40,1.0562243922954269
7,41,0.7835636902194268
7,42,0.5812315632464269
7,43,0.4311335977324269
7,44,0.3198218253094269
7,45,0.23727434363052688
7,46,0.17603381544572688
7,47,0.1305852198908269
7,48,0.09685322988632689
7,49,0.07181949128102688
7,50,0.053239820116326886
7,51,0.039441334386626885
7,52,0.029179536672326884
7,53,0.021535364021336885
7,54,0.015832221454126886
7,55,0.011572310002876885
7,56,0.008389033528516885
7,57,0.006012268560136886
7,58,0.0042432814012868855
7,59,0.0029360767474568856
7,60,0.0019819620591608857
7,61,0.0012982464779628857
7,62,0.0008203851949138857
7,63,0.0004968801809518857
7,64,0.0002862481887598858
7,65,0.00015536693559588577
7,66,0.00007851037661288578
7,67,0.00003638397817448578
7,68,0.000015159991174985781
7,69,0.000005512724357035781
7,70,0.0000016538176298557807
7,71,3.6751538746578076e-7
7,72,4.593982686778076e-8
8,8,100
8,9,99.99994046258192
8,10,99.9994641632373
8,11,99.99732081618656
8,12,99.99017632601738
8,13,99.97052897805217
8,14,99.92343488035367
8,15,99.82215180930267
8,16,99.62321744970266
8,17,99.26188485939666
8,18,98.64924482738967
8,19,97.67277163351666
8,20,96.20202871767665
8,21,94.10008828737665
8,22,91.24003641308666
8,23,87.52475268156665
8,24,82.90697099813666
8,25,77.40544564948665
8,26,71.11304673872665
8,27,64.19449583405665
8,28,56.873339402176654
8,29,49.409644327426655
8,30,42.071786547236655
8,31,35.10759056434666
8,32,28.720077596216658
8,33,23.05131076733666
8,34,18.17605639555666
8,35,14.105211068736661
8,36,10.797174853576662
8,37,8.173581623536663
8,38,6.135797492966663
8,39,4.5795537378366635
8,40,3.4060359767466633
8,41,2.5287067792356632
8,42,1.8760942618946632
8,43,1.3917346258556633
8,44,1.0324565818056632
8,45,0.7659380801286633
8,46,0.5682082353866633
8,47,0.4215098059116633
8,48,0.31268006085666333
8,49,0.23195033862996334
8,50,0.17206465422136333
8,51,0.12763432002246333
8,52,0.09466215181516333
8,53,0.07018643868626333
8,54,0.052011462708063325
8,55,0.038507961302663325
8,56,0.028466764422963323
8,57,0.020991633325003322
8,58,0.015420122353923323
8,59,0.011264079808753323
8,60,0.008164198596433322
8,61,0.005855822030603322
8,62,0.004143478109783322
8,63,0.002882036720843322
8,64,0.001962805324311322
8,65,0.0013032997888893219
8,66,0.0008398481535793218
8,67,0.0005226062064883218
8,68,0.0003122957898573218
8,69,0.00017809158923432178
8,70,0.00009619701313522178
8,71,0.00004876461794692178
8,72,0.000022931381245521777
8,73,0.000009853975114521776
8,74,0.000003789978828951776
8,75,0.0000012633137099617762
8,76,3.4452639396577613e-7
8,77,6.889019916677614e-8
8,78,7.637711433776136e-9
9,9,100
9,10,99.99999007709698
9,11,99.99990077096987
9,12,99.9994542403343
9,13,99.99781696133721
9,14,99.9929051243459
9,15,99.9801442710715
9,16,99.9505128288583
9,17,99.8878050432692
9,18,99.76523238380419
9,19,99.5417438006992
9,20,99.15878424327619
9,21,98.53854988283018
9,22,97.58487262917617
9,23,96.18767578973618
9,24,94.23148709342618
9,25,91.60777478854618
9,26,88.22988712453618
9,27,84.04839012804618
9,28,79.06412471915618
9,29,73.33634188400619
9,30,66.98382382498619
9,31,60.17795974983619
9,32,53.12831723564619
9,33,46.062822378566196
9,34,39.2056248674462
9,35,32.7560776996762
9,36,26.872005489896196
9,37,21.659570207616195
9,38,17.170568717486194
9,39,13.406522033616195
9,40,10.327895862036195
9,41,7.866225792236195
9,42,5.9368084106561945
9,43,4.449961645376194
9,44,3.3196538124261945
9,45,2.4690969938991945
9,46,1.8334943842801945
9,47,1.3605230940541946
9,48,1.0093235985001945
9,49,0.7487545649941945
9,50,0.5554571837901945
9,51,0.4120585291931945
9,52,0.30567456917519453
9,53,0.22675022191329453
9,54,0.16819632737579454
9,55,0.12475156101769455
9,56,0.09251116479649454
9,57,0.06857818316339455
9,58,0.05080440204719455
9,59,0.03759739713699455
9,60,0.02777700399074455
9,61,0.02046912663881455
9,62,0.01502710342680455
9,63,0.01097322237460455
9,64,0.00795495627391455
9,65,0.00571207010231455
9,66,0.00405194009900455
9,67,0.0028312150251945498
9,68,0.0019423457211765497
9,69,0.0013038153345225497
9,70,0.0008531578125875497
9,71,0.0005420564273915496
9,72,0.0003329672322345496
9,73,0.0001968144368455496
9,74,0.0001113557316165496
9,75,0.000059938096445149604
9,76,0.000030466717191049603
9,77,0.000014491302734149602
9,78,0.000006375348109519601
9,79,0.0000025547241871696015
9,80,9.123918598296014e-7
9,81,2.8072558008260134e-7
9,82,7.017015350060134e-8
9,83,1.274594625090134e-8
9,84,1.2611048010013394e-9
10,10,100
10,11,99.99999834618284
10,12,99.99998180801114
10,13,99.99989084806685
10,14,99.99952700828972
10,15,99.99834452901403
10,16,99.99503524085928
10,17,99.98678903281949
10,18,99.96810641153598
10,19,99.92906943544759
10,20,99.85305724200799
10,21,99.714037095163
10,22,99.473771363789
10,23,99.079497997175
10,24,98.462809788253
10,25,97.540518906525
10,26,96.21819073783499
10,27,94.39670788471498
10,28,91.98168125892498
10,29,88.89488994059498
10,30,85.08633428964498
10,31,80.54505707823498
10,32,75.30675457178498
10,33,69.45649292363498
10,34,63.12556496538498
10,35,56.48248165676498
10,36,49.71910429270498
10,37,43.033801236854984
10,38,36.614069646484985
10,39,30.621111560124987
10,40,25.178394835964987
10,41,20.365440001724988
10,42,16.217131350484987
10,43,12.727931837274987
10,44,9.859663743564987
10,45,7.5511779260549865
10,46,5.728273752764986
10,47,4.312540173134986
10,48,3.2282563901049857
10,49,2.4070089214129857
10,50,1.7901410746829858
10,51,1.3294416365769859
10,52,0.9866018924589859
10,53,0.731965256607986
10,54,0.5430031112509859
10,55,0.4028152327299859
10,56,0.2988147320669859
10,57,0.2216570622346859
10,58,0.1644103378964859
10,59,0.1219319767084859
10,60,0.09040650591238591
10,61,0.06700328534818592
10,62,0.04962287961838592
10,63,0.03670886939008592
10,64,0.02710804259194592
10,65,0.019966468296395923
10,66,0.014652247123945923
10,67,0.010698069808655923
10,68,0.007758417873055923
10,69,0.005577624922115923
10,70,0.003966057082105923
10,71,0.002782424005215923
10,72,0.0019207550593959232
10,73,0.0013009262482679231
10,74,0.0008618594835429231
10,75,0.0005566944852829232
10,76,0.0003493816122699232
10,77,0.0002122664297039232
10,78,0.0001243389089276232
10,79,0.0000699069282401232
10,80,0.000037530309463723196
10,81,0.000019123086170923197
10,82,0.000009180191026763196
10,83,0.000004114099853843196
10,84,0.0000017010070558631962
10,85,6.386592217431961e-7
10,86,2.1286935909919616e-7
10,87,6.080155101219617e-8
10,88,1.4011456216096169e-8
10,89,2.313932517096169e-9
10,90,1.871100263661688e-10
11,11,100
11,12,99.9999997243638
11,13,99.99999669236566
11,14,99.9999785003768
11,15,99.99989966842509
11,16,99.99962375659409
11,17,99.99879629673731
11,18,99.99659474451009
11,19,99.99128217843091
11,20,99.979478609661
11,21,99.9550669819474
11,22,99.9076824096389
11,23,99.82080509679399
11,24,99.669589924187
11,25,99.41870715364
11,26,99.02061539882
11,27,98.414804314791
11,28,97.528582779716
11,29,96.27990109557601
11,30,94.582466419476
11,31,92.353053836376
11,32,89.520476864996
11,33,86.035237503986
11,34,81.878535010476
11,35,77.069182294886
11,36,71.667114247586
11,37,65.772575914766
11,38,59.520699941206
11,39,53.071919120326
11,40,46.599355559746
11,41,40.274827204846005
11,42,34.255320262346004
11,43,28.671658105306005
11,44,23.620679872046004
11,45,19.161612221556005
11,46,15.316623282546006
11,47,12.074936435346006
11,48,9.399453130586005
11,49,7.234640637196005
11,50,5.514486817886005
11,51,4.169566373076005
11,52,3.1326103248360053
11,53,2.3423316814530053
11,54,1.7455691953650052
11,55,1.2980269822230053
11,56,0.9639947007760052
11,57,0.7154403103400052
11,58,0.5308095479500052
11,59,0.3937776221900052
11,60,0.2921054088740052
11,61,0.2166726413177052
11,62,0.1607039834208052
11,63,0.1191720080127052
11,64,0.0883473092053052
11,65,0.0654635933212052
11,66,0.0484693419192052
11,67,0.035843632121105196
11,68,0.026459429531185196
11,69,0.019482019240305196
11,70,0.014293478495645197
11,71,0.010436480910675196
11,72,0.007572473528815196
11,73,0.005450558184725196
11,74,0.0038843675913251964
11,75,0.0027349411930751963
11,76,0.0018981194536031964
11,77,0.0012953402086311964
11,78,0.0008669806127121964
11,79,0.0005675779209671964
11,80,0.00036240803429619635
11,81,0.00022501983861619636
11,82,0.00013542460543089637
11,83,0.00007872436855699638
11,84,0.000044032313581996376
11,85,0.000023592663269996377
11,86,0.000012047951766896378
11,87,0.000005828378416126378
11,88,0.000002651330979476378
11,89,0.0000011236343843863778
11,90,4.383367308313778e-7
11,91,1.5486673985837783e-7
11,92,4.8419274197377834e-8
11,93,1.2936785643677833e-8
11,94,2.7989317711778334e-9
11,95,4.5942703137783324e-10
11,96,6.950957474383325e-11
12,12,100
12,13,99.99999995406064
12,14,99.99999940278825
12,15,99.99999581951772
12,16,99.99997909758856
12,17,99.99991639035424
12,18,99.99971577314379
12,19,99.9991482765015
12,20,99.99769585751237
12,21,99.99427920905974
12,22,99.9868070946468
12,23,99.97148353682091
12,24,99.94181833683041
12,25,99.88731753344321
12,26,99.79188836264471
12,27,99.63207782750472
12,28,99.37536738297871
12,29,98.97885077799171
12,30,98.38870011112171
12,31,97.54084619366971
12,32,96.36323730745971
12,33,94.77988088514971
12,34,92.71661975000971
12,35,90.1082784551297
12,36,86.9064919883497
12,37,83.0872666263697
12,38,78.6571869727697
12,39,73.65722415213969
12,40,68.1633377548597
12,41,62.2834745130697
12,42,56.151081998059695
12,43,49.915783000519696
12,44,43.73229669893969
12,45,37.74896002074969
12,46,32.09724220428969
12,47,26.883453491419694
12,48,22.183471696499694
12,49,18.040827174539693
12,50,14.467990929849693
12,51,11.450292087489693
12,52,8.951617779409693
12,53,6.920948953119693
12,54,5.298848160799693
12,55,4.023200838259693
12,56,3.033765229096693
12,57,2.275349876243693
12,58,1.699662199120693
12,59,1.266028736306693
12,60,0.9412697264296931
12,61,0.6990257620146931
12,62,0.5188000385306931
12,63,0.3849182523046931
12,64,0.2855402019166931
12,65,0.2117964954590931
12,66,0.1570774906474931
12,67,0.11647147948839309
12,68,0.08633331128899309
12,69,0.0639592189740931
12,70,0.047344220845393095
12,71,0.035001915727093096
12,72,0.025830730325343096
12,73,0.019014585593613097
12,74,0.013949073270883097
12,75,0.010186562947573096
12,76,0.007395383273033096
12,77,0.005329490099363097
12,78,0.0038059666490230966
12,79,0.0026883844963430967
12,80,0.0018745544523830968
12,81,0.0012875611928780967
12,82,0.0008692409671350967
12,83,0.0005754584924400967
12,84,0.00037268918576109666
12,85,0.00023553113590609666
12,86,0.00014486692628989665
12,87,0.00008647357920169665
12,88,0.000049941669168396654
12,89,0.000027812790093196655
12,90,0.000014879334397796655
12,91,0.000007613671589286655
12,92,0.000003707372167606655
12,93,0.000001707450085486655
12,94,7.38209813738655e-7
12,95,2.9678780578765496e-7
12,96,1.0959197956165497e-7
12,97,3.6547442685554975e-8
12,98,1.0741996464654974e-8
12,99,2.677794520634975e-9
12,100,5.273406688949746e-10
12,101,6.652912923697461e-11
12,102,-4.364953787325391e-12
13,13,100
13,14,99.99999999234343
13,15,99.99999989280813
13,16,99.99999919606108
13,17,99.99999571232584
13,18,99.99998177738489
13,19,99.99993440624219
13,20,99.99979245998233
13,21,99.99940853576969
13,22,99.99845576736003
13,23,99.9962604335364
13,24,99.9915216246142
13,25,99.9818720518953
13,26,99.9632335947189
13,27,99.9289323455743
13,28,99.8685654486484
13,29,99.7666588300374
13,30,99.6012200368994
13,31,99.34236699928141
13,32,98.95128844265241
13,33,98.37984660012141
13,34,97.57114710972941
13,35,96.46135583756941
13,36,94.98292711708942
13,37,93.06922576329941
13,38,90.66029583541942
13,39,87.70928744630942
13,40,84.18884465746942
13,41,80.09663099160942
13,42,75.45916366792942
13,43,70.33326200287942
13,44,64.80468139856943
13,45,58.983866352929425
13,46,52.99915566435943
13,47,46.98813973925943
13,48,41.08813623564943
13,49,35.42686785205943
13,50,30.11437521439943
13,51,25.23699091954943
13,52,20.85387959733943
13,53,16.99627552652943
13,54,13.66919143681943
13,55,10.855087514199429
13,56,8.518816458159428
13,57,6.6131121746994275
13,58,5.083955139489428
13,59,3.8752958761094276
13,60,2.9328091733074277
13,61,2.2065461009124276
13,62,1.6525169215384277
13,63,1.2333560564434276
13,64,0.9182841191204276
13,65,0.6825971195864277
13,66,0.5068917461114276
13,67,0.3761930401474276
13,68,0.2791006597263276
13,69,0.20702287185272758
13,70,0.15352969963092758
13,71,0.11383036945232758
13,72,0.08436460616362758
13,73,0.06249014610992758
13,74,0.046247330460827574
13,75,0.03418329079112757
13,76,0.025221181453377574
13,77,0.018563041857987572
13,78,0.013617637586697573
13,79,0.009946843640647574
13,80,0.007225810124437574
13,81,0.005213390321347574
13,82,0.003730223362227574
13,83,0.002642532977907574
13,84,0.001850194376752574
13,85,0.001277981466208574
13,86,0.000869172572802574
13,87,0.000580891318453574
13,88,0.00038071004950757396
13,89,0.00024416016651257396
13,90,0.00015288588278807396
13,91,0.00009325090756087396
13,92,0.00005526466350807396
13,93,0.000031738071154373965
13,94,0.000017610382968373965
13,95,0.000009409806409253966
13,96,0.000004823806028013966
13,97,0.0000023621822916439655
13,98,0.0000010993282672139655
13,99,4.832232386909655e-7
13,100,1.9909452352996555e-7
13,101,7.614744468496555e-8
13,102,2.669389857526555e-8
13,103,8.42784115606555e-9
13,104,2.334888576135549e-9
13,105,5.428436996855488e-10
13,106,9.483248057354885e-11
13,107,5.230236751148844e-12
13,108,-7.570083794951155e-12
14,14,100
14,15,99.99999999872391
14,16,99.9999999808586
14,17,99.99999984686879
14,18,99.99999913225643
14,19,99.99999609515392
14,20,99.99998516286095
14,21,99.9999505741341
14,22,99.99985201462769
14,23,99.99959477651085
14,24,99.99897223004594
14,25,99.99756220458416
14,26,99.99455181219301
14,27,99.98845866798244
14,28,99.97671263628324
14,29,99.95506424983134
14,30,99.91679731591474
14,31,99.85174705129553
14,32,99.74516287585953
14,33,99.57650535051454
14,34,99.31832439293854
14,35,98.93542133645154
14,36,98.38453750437354
14,37,97.61482201773954
14,38,96.56929847840954
14,39,95.18746637719954
14,40,93.40903985155954
14,41,91.17865610951954
14,42,88.45120196852953
14,43,85.19724139366953
14,44,81.40791410026952
14,45,77.09864502745953
14,46,72.31107484522953
14,47,67.11279334637953
14,48,61.59471147098953
14,49,55.86620689894953
14,50,50.04847454047953
14,51,44.26675684311953
14,52,38.64227760421953
14,53,33.28473159304953
14,54,28.28608755758953
14,55,23.71626342444953
14,56,19.62096670146953
14,57,16.02170690875953
14,58,12.91772711794953
14,59,10.28940637496953
14,60,8.10257643322953
14,61,6.313179389309529
14,62,4.871755820429529
14,63,3.727372564329529
14,64,2.8307465446205287
14,65,2.1364680412255286
14,66,1.6043515818045284
14,67,1.2000320106055284
14,68,0.8949731671445285
14,69,0.6660704568425284
14,70,0.4950149260775284
14,71,0.3675558561625284
14,72,0.2727613978069284
14,73,0.2023402078156284
14,74,0.1500563921427284
14,75,0.11124750393182839
14,76,0.08244090708822839
14,77,0.061056154058628395
14,78,0.0451782661262284
14,79,0.0333871046967284
14,80,0.0246298876185084
14,81,0.0181263008957784
14,82,0.013297984150818402
14,83,0.009716157802288402
14,84,0.007062739655608402
14,85,0.005101499120618401
14,86,0.0036566887582084014
14,87,0.002597249166268401
14,88,0.0018251659991204011
14,89,0.001266913780334401
14,90,0.000867184978435401
14,91,0.0005843002294414009
14,92,0.000386845136333401
14,93,0.000251193818117401
14,94,0.000159668276900901
14,95,0.00009915166581110098
14,96,0.00006002660579390098
14,97,0.00003534959300050098
14,98,0.000020201472122300983
14,99,0.000011173916248810984
14,100,0.000005964774929520984
14,101,0.0000030628935220509837
14,102,0.0000015072836946209837
14,103,7.077650063799837e-7
14,104,3.1547259796498366e-7
14,105,1.3264036819198366e-7
14,106,5.219363569348366e-8
14,107,1.9027020518583655e-8
14,108,6.336651443883656e-9
14,109,1.886406667373656e-9
14,110,4.803406873936558e-10
14,111,8.976680406465583e-11
14,112,-2.132933189144169e-12
14,113,-1.936413392424417e-11
14,114,-2.166162735558417e-11
15,15,100
15,16,99.99999999978732
15,17,99.99999999659708
15,18,99.99999997107521
15,19,99.99999982645129
15,20,99.99999917564361
15,21,99.9999967027871
15,22,99.99998846535547
15,23,99.99996380431699
15,24,99.99989629259066
15,25,99.99972514222225
15,26,99.99931949379395
15,27,99.99841393534929
15,28,99.99649861765735
15,29,99.99264205459994
15,30,99.98522030015334
15,31,99.97152448113144
15,32,99.94722195558334
15,33,99.90565713286115
15,34,99.83699824661655
15,35,99.72726687272555
15,36,99.55732638716255
15,37,99.30194975190555
15,38,98.92912891297955
15,39,98.39981818007155
15,40,97.66831168451955
15,41,96.68343092762456
15,42,95.39063672313456
15,43,93.73508080049456
15,44,91.66548402981456
15,45,89.13858663345457
15,46,86.12378307516457
15,47,82.60745557410456
15,48,78.59647844691456
15,49,74.12039669732457
15,50,69.23189094820457
15,51,64.00531768824456
15,52,58.53333632418456
15,53,52.92187011735456
15,54,47.283859825134556
15,55,41.732422506234556
15,56,36.374098593824556
15,57,31.302847287324557
15,58,26.595338964934555
15,59,22.307913883894557
15,60,18.47535968088456
15,61,15.111441160164558
15,62,12.210927154314557
15,63,9.752725340814557
15,64,7.703669616744557
15,65,6.022506187854558
15,66,4.663683132234557
15,67,3.580645656994557
15,68,2.728454427209557
15,69,2.065657318328557
15,70,1.5554403004145572
15,71,1.1661516973245571
15,72,0.8713329998145571
15,73,0.6494013024815571
15,74,0.48311933534955714
15,75,0.3589665395155571
15,76,0.2664960473637571
15,77,0.19773371086555708
15,78,0.14665042718155707
15,79,0.10871990523475708
15,80,0.08056105471495709
15,81,0.05965663729425709
15,82,0.044136436788257086
15,83,0.03261261629865708
15,84,0.024055950255937084
15,85,0.017703362510837085
15,86,0.012989094914817085
15,87,0.009493561771437085
15,88,0.006905386483187085
15,89,0.004993250124577085
15,90,0.003585042787587085
15,91,0.002552450341397085
15,92,0.001799583859535085
15,93,0.0012546099225560852
15,94,0.0008636006978640853
15,95,0.0005860177441610853
15,96,0.0003913907250740853
15,97,0.0002568643296340853
15,98,0.0001653725568939853
15,99,0.0001042652795254853
15,100,0.0000642619625473853
15,101,0.0000386447122187853
15,102,0.0000226299168372853
15,103,0.000012876696487405301
15,104,0.000007103058488385302
15,105,0.000003788725234325302
15,106,0.0000019485125875553018
15,107,9.630823719163019e-7
15,108,4.5577128832730187e-7
15,109,2.0561344779730185e-7
15,110,8.796701451230185e-8
15,111,3.546830496600185e-8
15,112,1.337653806800185e-8
15,113,4.67724329689185e-9
15,114,1.50284585480185e-9
15,115,4.431270095918501e-10
15,116,1.250882760238501e-10
15,117,4.1393872453450096e-11
15,118,2.2795116104450096e-11
15,119,1.9512982631100096e-11
15,120,1.9102715946931095e-11
16,16,100
16,17,99.99999999996456
16,18,99.9999999993974
16,19,99.99999999457661
16,20,99.99999996565182
16,21,99.99999982825909
16,22,99.9999992787236
16,23,99.9999973563183
16,24,99.99999132427162
16,25,99.9999740445242
16,26,99.99992826381936
16,27,99.99981498351107
16,28,99.9995511889381
16,29,99.99896954765508
16,30,99.99774925603558
16,31,99.99530325729603
16,32,99.99060314711423
16,33,99.98192022407913
16,34,99.96646075699773
16,35,99.93987736182423
16,36,99.89564816484523
16,37,99.82433251268013
16,38,99.71273672447613
16,39,99.54305455070913
16,40,99.29208139191113
16,41,98.93063363156213
16,42,98.42332764071213
16,43,97.72887936337413
16,44,96.80106787147213
16,45,95.59046039094213
16,46,94.04692179984212
16,47,92.12283369828212
16,48,89.77683780603212
16,49,86.97781142666211
16,50,83.70869740947211
16,51,79.96976522920211
16,52,75.78088707166211
16,53,71.18247927983211
16,54,66.23488170370211
