DICE_COUNT, MAX_VAL, PROBABILITY 
8,43,98.96754341819432
8,44,99.23406191987132
8,45,99.43179176461332
8,46,99.57849019408832
8,47,99.68731993914332
8,48,99.76804966137003
8,49,99.82793534577863
8,50,99.87236567997753
8,51,99.90533784818483
8,52,99.92981356131372
8,53,99.94798853729192
8,54,99.96149203869732
8,55,99.97153323557701
8,56,99.97900836667498
8,57,99.98457987764606
8,58,99.98873592019123
8,59,99.99183580140355
8,60,99.99414417796939
8,61,99.9958565218902
8,62,99.99711796327914
8,63,99.99803719467567
8,64,99.9986967002111
8,65,99.99916015184641
8,66,99.9994773937935
8,67,99.99968770421013
8,68,99.99982190841075
8,69,99.99990380298685
8,70,99.99995123538204
8,71,99.99997706861875
8,72,99.99999014602489
8,73,99.99999621002117
8,74,99.99999873668628
8,75,99.9999996554736
8,76,99.9999999311098
8,77,99.99999999236229
8,78,100.00000000001886
9,9,0.00000992290301275
9,10,0.00009922903012755
9,11,0.00054575966570155
9,12,0.00218303866280155
9,13,0.00709487565411155
9,14,0.01985572892851155
9,15,0.04948717114171155
9,16,0.11219495673081156
9,17,0.23476761619581155
9,18,0.4582561993008115
9,19,0.8412157567238114
9,20,1.4614501171698113
9,21,2.4151273708238112
9,22,3.812324210263811
9,23,5.768512906573811
9,24,8.39222521145381
9,25,11.770112875463811
9,26,15.95160987195381
9,27,20.93587528084381
9,28,26.66365811599381
9,29,33.01617617501381
9,30,39.82204025016381
9,31,46.87168276435381
9,32,53.937177621433804
9,33,60.7943751325538
9,34,67.2439223003238
9,35,73.1279945101038
9,36,78.3404297923838
9,37,82.8294312825138
9,38,86.5934779663838
9,39,89.6721041379638
9,40,92.13377420776379
9,41,94.06319158934379
9,42,95.5500383546238
9,43,96.68034618757379
9,44,97.53090300610079
9,45,98.16650561571979
9,46,98.63947690594578
9,47,98.99067640149978
9,48,99.25124543500579
9,49,99.44454281620979
9,50,99.58794147080678
9,51,99.69432543082478
9,52,99.77324977808668
9,53,99.83180367262418
9,54,99.87524843898228
9,55,99.90748883520348
9,56,99.93142181683658
9,57,99.94919559795278
9,58,99.96240260286298
9,59,99.97222299600924
9,60,99.97953087336117
9,61,99.98497289657318
9,62,99.98902677762538
9,63,99.99204504372608
9,64,99.99428792989768
9,65,99.995948059901
9,66,99.9971687849748
9,67,99.99805765427882
9,68,99.99869618466548
9,69,99.99914684218741
9,70,99.99945794357261
9,71,99.99966703276776
9,72,99.99980318556315
9,73,99.99988864426838
9,74,99.99994006190356
9,75,99.99996953328281
9,76,99.99998550869726
9,77,99.99999362465189
9,78,99.99999744527581
9,79,99.99999908760813
9,80,99.99999971927441
9,81,99.99999992982984
9,82,99.99999998725404
9,83,99.99999999873889
9,84,100.00000000001498
10,10,0.00000165381716879
10,11,0.000018191988856690002
10,12,0.00010915193314029
10,13,0.00047299171027429004
10,14,0.00165547098596429
10,15,0.00496475914071429
10,16,0.013210967180504291
10,17,0.031893588464004294
10,18,0.07093056455240429
10,19,0.1469427579920043
10,20,0.28596290483700426
10,21,0.5262286362110042
10,22,0.9205020028250042
10,23,1.5371902117470042
10,24,2.459481093475004
10,25,3.781809262165004
10,26,5.603292115285004
10,27,8.018318741075005
10,28,11.105110059405005
10,29,14.913665710355005
10,30,19.454942921765003
10,31,24.693245428215004
10,32,30.543507076365003
10,33,36.874435034615004
10,34,43.517518343235004
10,35,50.280895707295
10,36,56.966198763145
10,37,63.385930353515
10,38,69.378888439875
10,39,74.82160516403499
10,40,79.634559998275
10,41,83.782868649515
10,42,87.27206816272499
10,43,90.14033625643499
10,44,92.448822073945
10,45,94.271726247235
10,46,95.687459826865
10,47,96.771743609895
10,48,97.59299107858699
10,49,98.209858925317
10,50,98.670558363423
10,51,99.013398107541
10,52,99.268034743392
10,53,99.45699688874899
10,54,99.59718476727
10,55,99.701185267933
10,56,99.7783429377653
10,57,99.8355896621035
10,58,99.8780680232915
10,59,99.9095934940876
10,60,99.93299671465181
10,61,99.9503771203816
10,62,99.9632911306099
10,63,99.97289195740804
10,64,99.98003353170358
10,65,99.98534775287604
10,66,99.98930193019133
10,67,99.99224158212694
10,68,99.99442237507787
10,69,99.99603394291789
10,70,99.99721757599478
10,71,99.9980792449406
10,72,99.99869907375172
10,73,99.99913814051645
10,74,99.99944330551472
10,75,99.99965061838773
10,76,99.9997877335703
10,77,99.99987566109108
10,78,99.99993009307177
10,79,99.99996246969054
10,80,99.99998087691384
10,81,99.99999081980899
10,82,99.99999588590016
10,83,99.99999829899296
10,84,99.9999993613408
10,85,99.99999978713066
10,86,99.99999993919847
10,87,99.99999998598857
10,88,99.99999999768609
10,89,99.99999999981291
10,90,100.0000000000256
11,11,2.75636194799e-7
11,12,0.000003307634337589
11,13,0.000021499623194289002
11,14,0.000100331574906689
11,15,0.000376243405899689
11,16,0.001203703262685689
11,17,0.003405255489905689
11,18,0.008717821569085689
11,19,0.020521390338985687
11,20,0.04493301805258569
11,21,0.0923175903610857
11,22,0.1791949032059857
11,23,0.33041007581298565
11,24,0.5812928463599856
11,25,0.9793846011799856
11,26,1.5851956852089857
11,27,2.4714172202839855
11,28,3.7200989044239856
11,29,5.417533580523986
11,30,7.646946163623985
11,31,10.479523135003985
11,32,13.964762496013986
11,33,18.121464989523986
11,34,22.930817705113988
11,35,28.332885752413986
11,36,34.227424085233984
11,37,40.47930005879398
11,38,46.928080879673985
11,39,53.400644440253984
11,40,59.72517279515398
11,41,65.74467973765398
11,42,71.32834189469398
11,43,76.37932012795397
11,44,80.83838777844397
11,45,84.68337671745397
11,46,87.92506356465397
11,47,90.60054686941396
11,48,92.76535936280396
11,49,94.48551318211396
11,50,95.83043362692396
11,51,96.86738967516396
11,52,97.65766831854697
11,53,98.25443080463496
11,54,98.70197301777696
11,55,99.03600529922396
11,56,99.28455968965996
11,57,99.46919045204996
11,58,99.60622237780996
11,59,99.70789459112595
11,60,99.78332735868224
11,61,99.83929601657914
11,62,99.88082799198725
11,63,99.91165269079464
11,64,99.93453640667875
11,65,99.95153065808074
11,66,99.96415636787884
11,67,99.97354057046876
11,68,99.98051798075964
11,69,99.9857065215043
11,70,99.98956351908927
11,71,99.99242752647113
11,72,99.99454944181522
11,73,99.99611563240862
11,74,99.99726505880687
11,75,99.99810188054634
11,76,99.99870465979131
11,77,99.99913301938723
11,78,99.99943242207898
11,79,99.99963759196565
11,80,99.99977498016133
11,81,99.99986457539453
11,82,99.9999212756314
11,83,99.99995596768638
11,84,99.99997640733669
11,85,99.99998795204819
11,86,99.99999417162154
11,87,99.99999734866897
11,88,99.99999887636557
11,89,99.99999956166322
11,90,99.9999998451332
11,91,99.99999995158066
11,92,99.99999998706315
11,93,99.999999997201
11,94,99.9999999995405
11,95,99.99999999993042
11,96,99.99999999996587
12,12,4.59393657998e-8
12,13,5.972117553967999e-7
12,14,0.0000041804822877768
12,15,0.0000209024114388768
12,16,0.00008360964575557681
12,17,0.00028422685620357684
12,18,0.0008517234984895769
12,19,0.002304142487619577
12,20,0.005720790940249577
12,21,0.013192905353189576
12,22,0.028516463179089575
12,23,0.05818166316958957
12,24,0.11268246655678957
12,25,0.20811163735528956
12,26,0.3679221724952896
12,27,0.6246326170212896
12,28,1.0211492220082896
12,29,1.6112998888782895
12,30,2.4591538063302893
12,31,3.636762692540289
12,32,5.22011911485029
12,33,7.283380249990289
12,34,9.89172154487029
12,35,13.09350801165029
12,36,16.91273337363029
12,37,21.34281302723029
12,38,26.34277584786029
12,39,31.83666224514029
12,40,37.71652548693029
12,41,43.84891800194029
12,42,50.08421699948029
12,43,56.267703301060294
12,44,62.251039979250294
12,45,67.9027577957103
12,46,73.1165465085803
12,47,77.8165283035003
12,48,81.9591728254603
12,49,85.5320090701503
12,50,88.5497079125103
12,51,91.0483822205903
12,52,93.0790510468803
12,53,94.70115183920029
12,54,95.97679916174029
12,55,96.96623477090328
12,56,97.72465012375629
12,57,98.30033780087929
12,58,98.73397126369329
12,59,99.05873027357029
12,60,99.30097423798529
12,61,99.48119996146929
12,62,99.61508174769529
12,63,99.71445979808328
12,64,99.78820350454089
12,65,99.84292250935249
12,66,99.88352852051159
12,67,99.91366668871099
12,68,99.9360407810259
12,69,99.9526557791546
12,70,99.96499808427289
12,71,99.97416926967465
12,72,99.98098541440638
12,73,99.9860509267291
12,74,99.98981343705242
12,75,99.99260461672696
12,76,99.99467050990063
12,77,99.99619403335097
12,78,99.99731161550365
12,79,99.99812544554761
12,80,99.99871243880712
12,81,99.99913075903287
12,82,99.99942454150757
12,83,99.99962731081425
12,84,99.9997644688641
12,85,99.99985513307372
12,86,99.99991352642081
12,87,99.99995005833084
12,88,99.99997218720992
12,89,99.99998512066561
12,90,99.99999238632842
12,91,99.99999629262784
12,92,99.99999829254992
12,93,99.9999992617902
12,94,99.9999997032122
12,95,99.99999989040802
12,96,99.99999996345255
12,97,99.999999989258
12,98,99.9999999973222
12,99,99.99999999947266
12,100,99.99999999993348
12,101,100.00000000000438
12,102,100.00000000001029
13,13,7.65656096663e-9
13,14,1.0719185353283e-7
13,15,8.0393890149583e-7
13,16,0.00000428767414131583
13,17,0.00001822261510061583
13,18,0.00006559375780111582
13,19,0.00020754001765511582
13,20,0.0005914642302981159
13,21,0.001544232639957116
13,22,0.003739566463577116
13,23,0.008478375385787116
13,24,0.018127948104687118
13,25,0.036766405281087114
13,26,0.0710676544256871
13,27,0.1314345513515871
13,28,0.2333411699625871
13,29,0.3987799631005871
13,30,0.6576330007185871
13,31,1.0487115573475871
13,32,1.6201533998785873
13,33,2.428852890270587
13,34,3.538644162430587
13,35,5.017072882910587
13,36,6.930774236700588
13,37,9.339704164580588
13,38,12.29071255369059
13,39,15.81115534253059
13,40,19.90336900839059
13,41,24.54083633207059
13,42,29.666737997120592
13,43,35.19531860143059
13,44,41.01613364707059
13,45,47.000844335640586
13,46,53.01186026074058
13,47,58.911863764350585
13,48,64.57313214794058
13,49,69.88562478560058
13,50,74.76300908045059
13,51,79.14612040266059
13,52,83.00372447347058
13,53,86.33080856318058
13,54,89.14491248580059
13,55,91.4811835418406
13,56,93.38688782530059
13,57,94.9160448605106
13,58,96.1247041238906
13,59,97.0671908266926
13,60,97.7934538990876
13,61,98.3474830784616
13,62,98.76664394355659
13,63,99.08171588087959
13,64,99.31740288041358
13,65,99.49310825388858
13,66,99.62380695985257
13,67,99.72089934027368
13,68,99.79297712814727
13,69,99.84647030036908
13,70,99.88616963054768
13,71,99.91563539383638
13,72,99.93750985389008
13,73,99.95375266953917
13,74,99.96581670920887
13,75,99.97477881854661
13,76,99.981436958142
13,77,99.9863823624133
13,78,99.99005315635935
13,79,99.99277418987556
13,80,99.99478660967866
13,81,99.99626977663777
13,82,99.9973574670221
13,83,99.99814980562326
13,84,99.9987220185338
13,85,99.99913082742721
13,86,99.99941910868156
13,87,99.99961928995052
13,88,99.99975583983351
13,89,99.99984711411723
13,90,99.99990674909246
13,91,99.99994473533651
13,92,99.99996826192887
13,93,99.99998238961706
13,94,99.99999059019362
13,95,99.999995176194
13,96,99.99999763781774
13,97,99.99999890067177
13,98,99.9999995167768
13,99,99.99999980090551
13,100,99.9999999238526
13,101,99.99999997330615
13,102,99.99999999157221
13,103,99.99999999766516
13,104,99.9999999994572
13,105,99.99999999990521
13,106,99.99999999999481
13,107,100.00000000000762
13,108,100.0000000000086
14,14,1.27609349444e-9
14,15,1.9141402416539998e-8
14,16,1.5313121933254e-7
14,17,8.677435762175399e-7
14,18,0.00000390484609297754
14,19,0.000014837139059877539
14,20,0.00004942586590887754
14,21,0.00014798537231627753
14,22,0.0004052234891592775
14,23,0.0010277699540662776
14,24,0.0024377954158462775
14,25,0.005448187806996277
14,26,0.011541332017566276
14,27,0.023287363716766277
14,28,0.04493575016866627
14,29,0.08320268408526627
14,30,0.14825294870446626
14,31,0.2548371241404663
14,32,0.4234946494854663
14,33,0.6816756070614662
14,34,1.0645786635484662
14,35,1.615462495626466
14,36,2.385177982260466
14,37,3.430701521590466
14,38,4.812533622800466
14,39,6.590960148440466
14,40,8.821343890480467
14,41,11.548798031470467
14,42,14.802758606330467
14,43,18.592085899730467
14,44,22.901354972540467
14,45,27.688925154770466
14,46,32.88720665362047
14,47,38.40528852901047
14,48,44.13379310105047
14,49,49.95152545952047
14,50,55.73324315688047
14,51,61.35772239578047
14,52,66.71526840695047
14,53,71.71391244241048
14,54,76.28373657555048
14,55,80.37903329853047
14,56,83.97829309124047
14,57,87.08227288205048
14,58,89.71059362503047
14,59,91.89742356677047
14,60,93.68682061069048
14,61,95.12824417957047
14,62,96.27262743567047
14,63,97.16925345537948
14,64,97.86353195877447
14,65,98.39564841819548
14,66,98.79996798939447
14,67,99.10502683285547
14,68,99.33392954315747
14,69,99.50498507392247
14,70,99.63244414383747
14,71,99.72723860219307
14,72,99.79765979218436
14,73,99.84994360785726
14,74,99.88875249606815
14,75,99.91755909291174
14,76,99.93894384594134
14,77,99.95482173387374
14,78,99.96661289530324
14,79,99.97537011238147
14,80,99.9818736991042
14,81,99.98670201584916
14,82,99.9902838421977
14,83,99.99293726034438
14,84,99.99489850087937
14,85,99.99634331124179
14,86,99.99740275083373
14,87,99.99817483400088
14,88,99.99873308621966
14,89,99.99913281502155
14,90,99.99941569977055
14,91,99.99961315486365
14,92,99.99974880618187
14,93,99.99984033172309
14,94,99.99990084833418
14,95,99.99993997339419
14,96,99.99996465040698
14,97,99.99997979852786
14,98,99.99998882608374
14,99,99.99999403522506
14,100,99.99999693710646
14,101,99.99999849271629
14,102,99.99999929223497
14,103,99.99999968452738
14,104,99.9999998673596
14,105,99.99999994780634
14,106,99.99999998097296
14,107,99.99999999366332
14,108,99.99999999811357
14,109,99.99999999951963
14,110,99.9999999999102
14,111,100.0000000000021
14,112,100.00000000001934
14,113,100.00000000002164
14,114,100.00000000002181
15,15,2.12682249073e-10
15,16,3.4029159851729997e-9
15,17,2.8924785873973e-8
15,18,1.73548715243973e-7
15,19,8.24356397407973e-7
15,20,0.000003297212907377973
15,21,0.000011534644543267972
15,22,0.00003619568302886798
15,23,0.00010370740935216798
15,24,0.000274857777767168
15,25,0.000680506206060168
15,26,0.001586064650716168
15,27,0.003501382342656168
15,28,0.007357945400066168
15,29,0.014779699846666168
15,30,0.02847551886856617
15,31,0.05277804441666617
15,32,0.09434286713886617
15,33,0.16300175338346617
15,34,0.2727331272744662
15,35,0.4426736128374662
15,36,0.6980502480944661
15,37,1.070871087020466
15,38,1.600181819928466
15,39,2.331688315480466
15,40,3.316569072375466
15,41,4.609363276865466
15,42,6.264919199505465
15,43,8.334515970185466
15,44,10.861413366545467
15,45,13.876216924835466
15,46,17.392544425895466
15,47,21.403521553085465
15,48,25.879603302675463
15,49,30.768109051795463
15,50,35.99468231175546
15,51,41.46666367581546
15,52,47.07812988264546
15,53,52.716140174865465
15,54,58.267577493765465
15,55,63.625901406175466
15,56,68.69715271267546
15,57,73.40466103506546
15,58,77.69208611610546
15,59,81.52464031911546
15,60,84.88855883983547
15,61,87.78907284568547
15,62,90.24727465918546
15,63,92.29633038325547
15,64,93.97749381214547
15,65,95.33631686776546
15,66,96.41935434300547
15,67,97.27154557279047
15,68,97.93434268167147
15,69,98.44455969958547
15,70,98.83384830267546
15,71,99.12866700018546
15,72,99.35059869751846
15,73,99.51688066465046
15,74,99.64103346048445
15,75,99.73350395263626
15,76,99.80226628913445
15,77,99.85334957281844
15,78,99.89128009476525
15,79,99.91943894528505
15,80,99.94034336270575
15,81,99.95586356321175
15,82,99.96738738370135
15,83,99.97594404974407
15,84,99.98229663748917
15,85,99.98701090508519
15,86,99.99050643822856
15,87,99.99309461351682
15,88,99.99500674987543
15,89,99.99641495721242
15,90,99.99744754965862
15,91,99.99820041614048
15,92,99.99874539007746
15,93,99.99913639930215
15,94,99.99941398225585
15,95,99.99960860927493
15,96,99.99974313567037
15,97,99.99983462744311
15,98,99.99989573472048
15,99,99.99993573803746
15,100,99.9999613552878
15,101,99.99997737008317
15,102,99.99998712330353
15,103,99.99999289694152
15,104,99.99999621127478
15,105,99.99999805148742
15,106,99.99999903691764
15,107,99.99999954422873
15,108,99.99999979438657
15,109,99.999999912033
15,110,99.99999996453171
15,111,99.99999998662348
15,112,99.99999999532277
15,113,99.99999999849716
15,114,99.99999999955688
15,115,99.99999999987492
15,116,99.9999999999586
15,117,99.9999999999772
15,118,99.99999999998049
15,119,99.9999999999809
15,120,99.99999999998093
16,16,3.54470415122e-11
16,17,6.025997057071999e-10
16,18,5.4233973513672e-9
16,19,3.43481832252672e-8
16,20,1.7174091612626722e-7
16,21,7.212764006892673e-7
16,22,0.000002643681710859267
16,23,0.000008675728396349266
16,24,0.000025955475824049265
16,25,0.00007173618066604927
16,26,0.00018501648894304928
16,27,0.0004488110619110493
16,28,0.0010304523449300492
16,29,0.002250743964440049
16,30,0.004696742703990049
16,31,0.00939685288579005
16,32,0.01807977592089005
16,33,0.03353924300229005
16,34,0.060122638175790055
16,35,0.10435183515479005
16,36,0.17566748731989004
16,37,0.28726327552389
16,38,0.45694544929089004
16,39,0.70791860808889
16,40,1.06936636843789
16,41,1.57667235928789
16,42,2.27112063662589
16,43,3.1989321285278898
16,44,4.40953960905789
16,45,5.95307820015789
16,46,7.87716630171789
16,47,10.22316219396789
16,48,13.022188573337889
16,49,16.291302590527888
16,50,20.03023477079789
16,51,24.21911292833789
16,52,28.817520720167888
16,53,33.765118296297885
16,54,38.983888066597885
16,55,44.381883765117884
16,56,49.85818249084788
16,57,55.30859422433788
16,58,60.631593784217884
16,59,65.73391982312788
16,60,70.53533651383788
16,61,74.97216673818788
16,62,78.99936197810788
16,63,82.59104896919789
16,64,85.73966052722788
16,65,88.45389514323789
16,66,90.75584123467789
16,67,92.67764048520789
16,68,94.25805260638789
16,69,95.53923061013789
16,70,96.5639354961879
16,71,97.37332791127689
16,72,98.00538626667989
16,73,98.4939269924319
16,74,98.86814950774189
16,75,99.15259797087789
16,76,99.36742201305289
16,77,99.52882501079588
16,78,99.64960543956788
16,79,99.73971900577558
16,80,99.80681205254798
16,81,99.85669703625149
16,82,99.89375697134739
16,83,99.9212771537752
16,84,99.94170956659609
16,85,99.95687899038339
16,86,99.96814098368338
16,87,99.97650149627052
16,88,99.98270667132135
16,89,99.98730989901703
16,90,99.99072171692842
16,91,99.99324686895666
16,92,99.99511178746587
16,93,99.99648494610736
16,94,99.99749191040492
16,95,99.99822644913499
16,96,99.99875872447875
16,97,99.99914132214738
16,98,99.99941369069782
16,99,99.99960541480499
16,100,99.99973863792754
16,101,99.99982986676619
16,102,99.9998913269009
